dis,sign,add,totalm2,zone,tradeymd,tradef,totalf,state,mainuse,mater,comy,totalbm2,room,hall,health,sep,org,tp,unitp,parkcat,parkm2,parkp,mainbm2,auxbm2,balm2,ele,建物,房地(土地+建物),房地(土地+建物)+車位,住,其他都市土地使用分區,商,住商用,住家用,其他主要用途,商業用,工業用,辦公用,磚造,鋼筋混凝土造,鋼骨造,其他車位類別,坡道平面,機械車位,無車位,tradeyr,buildyr,age,住宅大樓(11層含以上有電梯),公寓(5樓含以下無電梯),華廈(10層含以下有電梯),透天厝,year_average_cpi,year_increase_cpi,med,lat,lng,park_d,park_q,mu_d,mu_q,lib_d,lib_q,mrt_d,mrt_q,edu_d,edu_q,fire_d,fire_q,dead_d,dead_q,pol_d,pol_q,post_d,post_q,hosp_d,hosp_q,fin_d,fin_q
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段１３之２２號,24.19,其他都市土地使用分區,1110921,1,6,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,910620,119.79,0,0,0,0,1,18000000,150263,坡道平面,0.0,0,42.05,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,111,91,20,0,0,1,0,107.12,0.0,593000,25.06743,121.5798416,1,9,1,0,1,1,1,0,1,3,1,2,1,0,1,1,1,2,1,18,1,14
松山區,房地(土地+建物),臺北市松山區八德路三段１６５號三樓之３,8.06,商,1110907,3,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070331,89.05,2,2,2,1,1,35030000,393375,無車位,0.0,0,51.86,3.76,4.54,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,111,107,4,1,0,0,0,107.12,0.0,639000,25.0481771,121.5553172,1,15,1,1,1,2,1,20,1,9,1,4,1,0,1,2,1,3,1,221,1,91
信義區,房地(土地+建物)+車位,臺北市信義區基隆路二段１７７號十三樓,11.47,商,1110911,13,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990901,169.62,2,2,1,1,1,41680000,293920,坡道平面,38.7,3200000,73.34,8.33,0.04,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,111,99,12,1,0,0,0,107.12,0.0,550000,25.0250727,121.5537882,1,18,1,1,1,2,1,8,1,12,1,1,1,0,1,3,1,4,1,229,1,72
松山區,房地(土地+建物),臺北市松山區八德路三段１２巷５７弄３９之２號四樓,6.84,住,1110902,4,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,741219,29.37,3,1,2,1,1,2440000,83078,無車位,0.0,0,24.4,0.0,3.01,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,74,37,0,0,1,0,107.12,0.0,639000,25.0453921,121.5522626,1,17,1,1,1,2,1,22,1,8,1,2,1,0,1,2,1,5,1,278,1,121
士林區,房地(土地+建物),臺北市士林區中山北路六段２３６巷６號五樓,44.48,住,1110909,5,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,741021,117.04,3,2,2,1,1,21500000,183698,無車位,0.0,0,94.84,0.0,11.43,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,74,37,0,1,0,0,107.12,0.0,527000,25.1084409,121.5259903,1,28,1,1,1,1,1,5,1,11,1,0,1,0,1,1,1,5,1,145,1,25
北投區,房地(土地+建物)+車位,臺北市北投區知行路２５６號四樓,28.76,住,1110904,4,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,970104,124.35,2,2,2,1,1,21800000,175312,機械車位,0.0,1500000,65.6,3.9,7.13,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,111,97,14,0,0,1,0,107.12,0.0,526000,25.1208644,121.4673941,1,16,1,0,1,0,1,2,1,2,1,1,1,0,1,1,1,2,1,16,1,0
北投區,房地(土地+建物),臺北市北投區大度路三段３０１巷１２８弄７之１號二樓,19.93,住,1110917,2,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,770827,78.75,2,1,1,1,0,6700000,85079,無車位,0.0,0,65.7,0.0,8.49,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,77,34,0,1,0,0,107.12,0.0,526000,25.1196827,121.4652068,1,16,1,0,1,0,1,2,1,2,1,1,1,0,1,1,1,2,1,14,1,0
北投區,房地(土地+建物),臺北市北投區三合街二段４１２號,24.33,住,1110930,100,2,透天厝,住家用,磚造,591030,38.19,0,0,0,0,0,6329600,165740,無車位,0.0,0,35.42,1.39,1.39,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,111,59,52,0,0,0,1,107.12,0.0,526000,25.1267647,121.5028819,1,32,1,0,1,2,1,5,1,5,1,1,1,0,1,3,1,3,1,91,1,12
北投區,房地(土地+建物),臺北市北投區尊賢街２１８巷２３弄６號二樓,43.5,住,1110915,2,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,630821,97.68,3,2,1,1,0,13920000,142506,無車位,0.0,0,97.68,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,63,48,0,1,0,0,107.12,0.0,526000,25.1161522,121.5087743,1,22,1,0,1,3,1,4,1,3,1,2,1,0,1,2,1,5,1,95,1,11
士林區,房地(土地+建物),臺北市士林區中山北路五段７５６巷３０號六樓,20.31,住,1110908,6,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,910109,97.59,3,2,2,1,1,27350000,280254,無車位,0.0,0,63.44,0.0,12.52,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,91,20,0,0,1,0,107.12,0.0,527000,25.0992046,121.529668,1,26,1,0,1,1,1,4,1,7,1,0,1,0,1,4,1,2,1,95,1,28
大安區,房地(土地+建物)+車位,臺北市大安區永康街１７巷１３號三樓,15.66,住,1110916,3,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,911216,83.24000000000001,1,1,1,1,1,20000000,303680,其他車位類別,27.26,3000000,26.96,0.0,3.36,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,111,91,20,0,0,1,0,107.12,0.0,704000,25.0323709,121.5303545,1,14,1,0,1,3,1,20,1,9,1,1,1,0,1,3,1,8,1,168,1,58
大安區,房地(土地+建物),臺北市大安區復興南路二段８６之３號,4.43,商,1110915,1,16,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,750801,60.61,1,1,2,1,1,20500000,338228,無車位,0.0,0,42.96,9.44,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,111,75,36,1,0,0,0,107.12,0.0,704000,25.030611,121.5432586,1,24,1,1,1,2,1,16,1,14,1,3,1,0,1,3,1,4,1,266,1,81
文山區,房地(土地+建物),臺北市文山區政大二街１７１巷５６號六樓,73.62,住,1110912,6,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,920114,135.82,3,2,2,1,1,18250000,134369,無車位,0.0,0,78.46,0.0,8.33,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,92,19,0,0,1,0,107.12,0.0,579000,24.9896165,121.586149,1,8,1,0,1,1,1,0,1,6,1,0,1,0,1,1,1,0,1,8,1,0
中正區,房地(土地+建物)+車位,臺北市中正區臨沂街１９巷１９號二樓,27.73,住,1110921,2,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010420,149.35,2,2,1,1,0,38500000,257784,其他車位類別,26.36,0,62.25,6.02,8.19,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,111,101,10,0,0,1,0,107.12,0.0,659000,25.0418869,121.5312152,1,19,1,1,1,1,1,23,1,9,1,1,1,0,1,4,1,7,1,144,1,68
中山區,房地(土地+建物),臺北市中山區松江路２３５巷２８號四樓,25.74,住,1110907,4,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,690324,144.29,3,2,2,1,1,32500000,225241,無車位,0.0,0,124.97,0.0,15.92,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,69,42,0,0,1,0,107.12,0.0,567000,25.0586689,121.5343631,1,27,1,0,1,2,1,16,1,9,1,2,1,1,1,2,1,5,1,260,1,116
內湖區,房地(土地+建物),臺北市內湖區東湖路１６０巷１０弄２７號五樓,25.66,住,1110916,5,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,691118,88.71,3,2,2,1,0,13900000,156690,無車位,0.0,0,79.65,0.0,9.06,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,69,42,0,1,0,0,107.12,0.0,593000,25.0673027,121.6165298,1,17,1,0,1,1,1,5,1,6,1,1,1,0,1,3,1,1,1,71,1,13
信義區,房地(土地+建物),臺北市信義區忠孝東路五段５２４巷２２號,10.92,住,1110916,1,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,610501,26.91,3,1,1,1,0,6000000,222965,無車位,0.0,0,26.91,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,61,50,0,1,0,0,107.12,0.0,550000,25.040173,121.579957,1,29,1,0,1,2,1,9,1,10,1,0,1,0,1,5,1,4,1,240,1,40
信義區,房地(土地+建物)+車位,臺北市信義區信義路五段１２７號十一樓之１１,14.77,其他都市土地使用分區,1110906,11,19,住宅大樓(11層含以上有電梯),住家用,鋼骨造,951229,107.75,2,2,1,1,1,27880000,277650,機械車位,16.34,2500000,51.21,4.72,4.88,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,111,95,16,1,0,0,0,107.12,0.0,550000,25.0339574,121.5740582,1,28,1,0,1,1,1,8,1,7,1,1,1,0,1,5,1,3,1,119,1,72
北投區,房地(土地+建物),臺北市北投區泉源路４９之３號,10.05,住,1110925,1,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,710226,57.88,1,1,1,1,1,6130000,105909,無車位,0.0,0,36.29,5.81,0.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,71,40,0,0,1,0,107.12,0.0,526000,25.1413044,121.5088058,1,16,1,0,1,1,1,2,1,8,1,1,1,0,1,1,1,1,1,30,1,4
信義區,房地(土地+建物),臺北市信義區基隆路一段１０３號十四樓之１,5.74,商,1110920,14,14,住宅大樓(11層含以上有電梯),其他主要用途,鋼筋混凝土造,910104,50.34,2,1,1,1,1,13880000,275725,無車位,0.0,0,32.79,1.33,2.92,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,111,91,20,1,0,0,0,107.12,0.0,550000,25.0451645,121.5671798,1,23,1,2,1,0,1,11,1,7,1,4,1,0,1,1,1,5,1,163,1,84
南港區,房地(土地+建物)+車位,臺北市南港區忠孝東路六段１３０號十二樓,5.9,住,1110903,12,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000110,47.37,1,1,1,1,1,14400000,303926,機械車位,0.0,0,21.62,1.23,5.39,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,111,100,11,1,0,0,0,107.12,0.0,517000,25.0479614,121.58538,1,27,1,0,1,3,1,13,1,7,1,1,1,0,1,4,1,6,1,124,1,24
信義區,房地(土地+建物),臺北市信義區福德街２６８巷７弄１７號四樓,34.83,住,1110911,4,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670519,95.14,2,2,1,1,0,16800000,176582,無車位,0.0,0,84.43,0.0,10.71,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,67,44,0,1,0,0,107.12,0.0,550000,25.0394398,121.5851419,1,20,1,0,1,3,1,8,1,10,1,1,1,0,1,2,1,4,1,177,1,20
北投區,房地(土地+建物),臺北市北投區復興一路５７之５號二樓,23.0,住,1110913,2,3,公寓(5樓含以下無電梯),住家用,磚造,580612,60.56,2,2,2,1,0,7700000,127147,無車位,0.0,0,60.56,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,111,58,53,0,1,0,0,107.12,0.0,526000,25.141935,121.5032064,1,24,1,0,1,1,1,2,1,10,1,1,1,0,1,3,1,3,1,51,1,8
士林區,房地(土地+建物),臺北市士林區天母北路４４巷１２號,355.0,住,1110929,100,2,透天厝,住家用,磚造,500130,292.06,4,2,2,1,0,200000000,684791,無車位,0.0,0,292.06,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,111,50,61,0,0,0,1,107.12,0.0,527000,25.1209957,121.5260958,1,29,1,0,1,3,1,0,1,6,1,2,1,0,1,2,1,3,1,113,1,19
北投區,房地(土地+建物),臺北市北投區尊賢街２３９巷２６弄１號四樓,39.5,住,1110924,4,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620119,88.14,2,2,1,1,0,11500000,130474,無車位,0.0,0,88.14,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,62,49,0,1,0,0,107.12,0.0,526000,25.1160652,121.5065355,1,24,1,0,1,2,1,3,1,3,1,0,1,0,1,1,1,3,1,64,1,7
士林區,房地(土地+建物),臺北市士林區中山北路七段８２巷１０弄３７號四樓,28.91,住,1110918,4,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,691113,101.88,3,2,2,1,0,16800000,164900,無車位,0.0,0,95.5,0.0,6.38,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,69,42,0,1,0,0,107.12,0.0,527000,25.1199933,121.5328399,1,21,1,0,1,1,1,0,1,6,1,1,1,0,1,1,1,1,1,90,1,15
士林區,房地(土地+建物),臺北市士林區延平北路五段２７６巷８號三樓,28.0,住,1110908,3,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620408,76.73,3,2,2,1,0,7500000,97745,無車位,0.0,0,76.73,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,62,49,0,1,0,0,107.12,0.0,527000,25.0852724,121.5102048,1,17,1,0,1,2,1,0,1,2,1,2,1,0,1,2,1,3,1,85,1,6
信義區,房地(土地+建物),臺北市信義區忠孝東路五段２３６巷２弄１號五樓,19.59,住,1110905,5,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,720525,103.48,3,2,2,1,0,28580000,276189,無車位,0.0,0,78.84,0.0,13.14,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,72,39,0,0,1,0,107.12,0.0,550000,25.0403179,121.571667,1,33,1,0,1,2,1,12,1,8,1,2,1,0,1,6,1,5,1,218,1,91
中山區,房地(土地+建物),臺北市中山區南京東路三段１１３號,23.0,商,1110921,100,4,透天厝,住家用,磚造,830101,74.93,0,0,0,0,0,62220000,830375,無車位,0.0,0,74.93,0.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,111,83,28,0,0,0,1,107.12,0.0,567000,25.0522163,121.5398688,1,25,1,0,1,1,1,18,1,11,1,4,1,0,1,2,1,6,1,240,1,169
萬華區,房地(土地+建物),臺北市萬華區國興路４號五樓,12.4,住,1110914,5,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,680403,46.08,2,1,1,1,1,7250000,157335,無車位,0.0,0,38.94,0.0,7.14,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,68,43,1,0,0,0,107.12,0.0,446000,25.0249946,121.5088892,1,5,1,5,1,3,1,0,1,7,1,2,1,0,1,6,1,4,1,131,1,9
大安區,房地(土地+建物),臺北市大安區和平東路二段３１１巷４３弄２５號,21.05,住,1110912,1,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,740522,109.13,3,2,1,1,1,27800000,254719,無車位,0.0,0,82.05,9.32,0.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,74,37,1,0,0,0,107.12,0.0,704000,25.0256701,121.54655,1,20,1,1,1,3,1,8,1,15,1,3,1,0,1,3,1,4,1,289,1,65
中正區,房地(土地+建物),臺北市中正區羅斯福路一段８３巷２號三樓之１２,4.07,商,1110904,3,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980903,35.74,1,1,1,1,1,15000000,419698,無車位,0.0,0,20.79,1.06,1.77,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,111,98,13,1,0,0,0,107.12,0.0,659000,25.03139,121.5198493,1,9,1,8,1,0,1,23,1,12,1,1,1,0,1,6,1,10,1,165,1,53
